[2023-07-25 02:57:45.901 PM] : 	ToServer/0ACFD54A - LOG,9,1690173389,BAR,572.0,
[2023-07-25 02:58:13.942 PM] : 	ToServer/AAAAAA - LOG,2,1690261093,test,3063,
[2023-07-25 02:58:13.943 PM] : 	ToServer/BBBBBB - LOG,7,1690261093,test,8125,
[2023-07-25 02:58:13.943 PM] : 	ToServer/CCCCC - LOG,3,1690261093,test,4487,
[2023-07-25 02:58:13.943 PM] : 	ToServer/DDDDD - LOG,3,1690261093,test,3594,
[2023-07-25 02:58:13.943 PM] : 	ToServer/EEEEE - LOG,8,1690261093,test,4004,
[2023-07-25 02:58:13.943 PM] : 	ToServer/AAAAAA - LOG,7,1690261093,test,3705,
[2023-07-25 02:58:13.943 PM] : 	ToServer/BBBBBB - LOG,1,1690261093,test,1506,
[2023-07-25 02:58:13.943 PM] : 	ToServer/CCCCC - LOG,6,1690261093,test,9721,
[2023-07-25 02:58:13.943 PM] : 	ToServer/DDDDD - LOG,7,1690261093,test,311,
[2023-07-25 02:58:13.943 PM] : 	ToServer/EEEEE - LOG,1,1690261093,test,8893,
[2023-07-25 02:58:13.943 PM] : 	ToServer/AAAAAA - LOG,1,1690261093,test,8139,
[2023-07-25 02:58:13.943 PM] : 	ToServer/BBBBBB - LOG,4,1690261093,test,4632,
[2023-07-25 02:58:13.943 PM] : 	ToServer/CCCCC - LOG,5,1690261093,test,7313,
[2023-07-25 02:58:13.943 PM] : 	ToServer/DDDDD - LOG,7,1690261093,test,5871,
[2023-07-25 02:58:13.943 PM] : 	ToServer/EEEEE - LOG,0,1690261093,test,3387,
[2023-07-25 02:58:13.943 PM] : 	ToServer/AAAAAA - LOG,4,1690261093,test,2756,
[2023-07-25 02:58:13.943 PM] : 	ToServer/BBBBBB - LOG,2,1690261093,test,9010,
[2023-07-25 02:58:13.947 PM] : 	{"id":2175170,"dateTimeUTC":"2023-07-25T04:58:05.002Z","timestampUTC":1690261084,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":162,"logNote":""}
[2023-07-25 02:58:13.947 PM] : 	{"id":2175171,"dateTimeUTC":"2023-07-25T04:58:05.002Z","timestampUTC":1690261084,"deviceId":"EEEEE","taskId":7,"logType":"test","logValue":1798,"logNote":""}
[2023-07-25 02:58:13.957 PM] : 	{"id":2175172,"dateTimeUTC":"2023-07-25T04:58:05.002Z","timestampUTC":1690261084,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":6708,"logNote":""}
[2023-07-25 02:58:13.988 PM] : 	ToServer/CCCCC - LOG,4,1690261093,test,952,
[2023-07-25 02:58:13.988 PM] : 	ToServer/DDDDD - LOG,7,1690261093,test,4981,
[2023-07-25 02:58:13.988 PM] : 	ToServer/EEEEE - LOG,4,1690261093,test,4086,
[2023-07-25 02:58:13.988 PM] : 	ToServer/AAAAAA - LOG,6,1690261093,test,1968,
[2023-07-25 02:58:13.988 PM] : 	ToServer/BBBBBB - LOG,5,1690261093,test,9846,
[2023-07-25 02:58:13.988 PM] : 	ToServer/CCCCC - LOG,5,1690261093,test,2581,
[2023-07-25 02:58:13.989 PM] : 	ToServer/DDDDD - LOG,3,1690261093,test,4151,
[2023-07-25 02:58:13.989 PM] : 	ToServer/EEEEE - LOG,7,1690261093,test,7796,
[2023-07-25 02:58:13.989 PM] : 	ToServer/AAAAAA - LOG,4,1690261093,test,2085,
[2023-07-25 02:58:13.989 PM] : 	ToServer/BBBBBB - LOG,6,1690261093,test,2985,
[2023-07-25 02:58:13.989 PM] : 	ToServer/CCCCC - LOG,2,1690261093,test,6732,
[2023-07-25 02:58:13.989 PM] : 	ToServer/DDDDD - LOG,1,1690261093,test,9934,
[2023-07-25 02:58:13.989 PM] : 	ToServer/EEEEE - LOG,2,1690261093,test,268,
[2023-07-25 02:58:13.989 PM] : 	ToServer/AAAAAA - LOG,0,1690261093,test,9819,
[2023-07-25 02:58:13.989 PM] : 	ToServer/BBBBBB - LOG,8,1690261093,test,6897,
[2023-07-25 02:58:13.989 PM] : 	ToServer/CCCCC - LOG,5,1690261093,test,434,
[2023-07-25 02:58:13.989 PM] : 	ToServer/DDDDD - LOG,8,1690261093,test,2654,
[2023-07-25 02:58:13.990 PM] : 	{"id":2175173,"dateTimeUTC":"2023-07-25T04:58:05.057Z","timestampUTC":1690261084,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":9648,"logNote":""}
[2023-07-25 02:58:13.996 PM] : 	{"id":2175174,"dateTimeUTC":"2023-07-25T04:58:05.057Z","timestampUTC":1690261084,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":7524,"logNote":""}
[2023-07-25 02:58:14.032 PM] : 	ToServer/EEEEE - LOG,4,1690261093,test,7802,
[2023-07-25 02:58:14.039 PM] : 	{"id":2175192,"dateTimeUTC":"2023-07-25T04:58:05.057Z","timestampUTC":1690261084,"deviceId":"EEEEE","taskId":7,"logType":"test","logValue":9707,"logNote":""}
[2023-07-25 02:58:14.039 PM] : 	{"id":2175194,"dateTimeUTC":"2023-07-25T04:58:05.057Z","timestampUTC":1690261084,"deviceId":"DDDDD","taskId":7,"logType":"test","logValue":334,"logNote":""}
[2023-07-25 02:58:14.039 PM] : 	{"id":2175193,"dateTimeUTC":"2023-07-25T04:58:05.103Z","timestampUTC":1690261085,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":1512,"logNote":""}
[2023-07-25 02:58:14.040 PM] : 	{"id":2175199,"dateTimeUTC":"2023-07-25T04:58:05.103Z","timestampUTC":1690261085,"deviceId":"AAAAAA","taskId":3,"logType":"test","logValue":704,"logNote":""}
[2023-07-25 02:58:14.075 PM] : 	ToServer/AAAAAA - LOG,3,1690261093,test,6173,
[2023-07-25 02:58:14.075 PM] : 	ToServer/BBBBBB - LOG,3,1690261093,test,3158,
[2023-07-25 02:58:14.075 PM] : 	ToServer/CCCCC - LOG,1,1690261093,test,5474,
[2023-07-25 02:58:14.075 PM] : 	ToServer/DDDDD - LOG,3,1690261093,test,2348,
[2023-07-25 02:58:14.075 PM] : 	ToServer/EEEEE - LOG,8,1690261093,test,7097,
[2023-07-25 02:58:14.095 PM] : 	{"id":2175208,"dateTimeUTC":"2023-07-25T04:58:05.156Z","timestampUTC":1690261085,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":9550,"logNote":""}
[2023-07-25 02:58:14.100 PM] : 	{"id":2175209,"dateTimeUTC":"2023-07-25T04:58:05.103Z","timestampUTC":1690261085,"deviceId":"EEEEE","taskId":5,"logType":"test","logValue":4640,"logNote":""}
[2023-07-25 02:58:14.112 PM] : 	ToServer/AAAAAA - LOG,6,1690261093,test,3572,
[2023-07-25 02:58:14.112 PM] : 	ToServer/BBBBBB - LOG,6,1690261093,test,8158,
[2023-07-25 02:58:14.112 PM] : 	ToServer/CCCCC - LOG,2,1690261093,test,569,
[2023-07-25 02:58:14.112 PM] : 	ToServer/DDDDD - LOG,0,1690261093,test,7201,
[2023-07-25 02:58:14.112 PM] : 	ToServer/EEEEE - LOG,7,1690261093,test,1158,
[2023-07-25 02:58:14.156 PM] : 	ToServer/AAAAAA - LOG,9,1690261094,test,5433,
[2023-07-25 02:58:14.156 PM] : 	ToServer/BBBBBB - LOG,1,1690261094,test,7240,
[2023-07-25 02:58:14.156 PM] : 	ToServer/CCCCC - LOG,8,1690261094,test,7611,
[2023-07-25 02:58:14.156 PM] : 	ToServer/DDDDD - LOG,5,1690261094,test,3079,
[2023-07-25 02:58:14.156 PM] : 	ToServer/EEEEE - LOG,7,1690261094,test,4889,
[2023-07-25 02:58:14.170 PM] : 	{"id":2175220,"dateTimeUTC":"2023-07-25T04:58:05.205Z","timestampUTC":1690261085,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":2681,"logNote":""}
[2023-07-25 02:58:14.170 PM] : 	{"id":2175218,"dateTimeUTC":"2023-07-25T04:58:05.157Z","timestampUTC":1690261085,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":5626,"logNote":""}
[2023-07-25 02:58:14.172 PM] : 	{"id":2175147,"dateTimeUTC":"2023-07-25T04:58:04.855Z","timestampUTC":1690261084,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":2950,"logNote":""}
[2023-07-25 02:58:14.194 PM] : 	ToServer/AAAAAA - LOG,9,1690261094,test,5670,
[2023-07-25 02:58:14.194 PM] : 	ToServer/BBBBBB - LOG,1,1690261094,test,4562,
[2023-07-25 02:58:14.194 PM] : 	ToServer/CCCCC - LOG,3,1690261094,test,9106,
[2023-07-25 02:58:14.194 PM] : 	ToServer/DDDDD - LOG,9,1690261094,test,8853,
[2023-07-25 02:58:14.194 PM] : 	ToServer/EEEEE - LOG,8,1690261094,test,626,
[2023-07-25 02:58:14.206 PM] : 	{"id":2175229,"dateTimeUTC":"2023-07-25T04:58:05.206Z","timestampUTC":1690261085,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":9125,"logNote":""}
[2023-07-25 02:58:14.208 PM] : 	{"id":2175230,"dateTimeUTC":"2023-07-25T04:58:05.206Z","timestampUTC":1690261085,"deviceId":"CCCCC","taskId":5,"logType":"test","logValue":7756,"logNote":""}
[2023-07-25 02:58:14.208 PM] : 	{"id":2175232,"dateTimeUTC":"2023-07-25T04:58:05.206Z","timestampUTC":1690261085,"deviceId":"DDDDD","taskId":4,"logType":"test","logValue":4698,"logNote":""}
[2023-07-25 02:58:14.208 PM] : 	{"id":2175231,"dateTimeUTC":"2023-07-25T04:58:05.206Z","timestampUTC":1690261085,"deviceId":"BBBBBB","taskId":7,"logType":"test","logValue":5742,"logNote":""}
[2023-07-25 02:58:14.237 PM] : 	ToServer/AAAAAA - LOG,1,1690261094,test,2142,
[2023-07-25 02:58:14.237 PM] : 	ToServer/BBBBBB - LOG,9,1690261094,test,1601,
[2023-07-25 02:58:14.237 PM] : 	ToServer/CCCCC - LOG,2,1690261094,test,1331,
[2023-07-25 02:58:14.237 PM] : 	ToServer/DDDDD - LOG,5,1690261094,test,6285,
[2023-07-25 02:58:14.237 PM] : 	ToServer/EEEEE - LOG,7,1690261094,test,8877,
[2023-07-25 02:58:14.286 PM] : 	ToServer/AAAAAA - LOG,2,1690261094,test,898,
[2023-07-25 02:58:14.287 PM] : 	ToServer/BBBBBB - LOG,9,1690261094,test,8067,
[2023-07-25 02:58:14.287 PM] : 	ToServer/CCCCC - LOG,5,1690261094,test,6317,
[2023-07-25 02:58:14.287 PM] : 	ToServer/DDDDD - LOG,9,1690261094,test,4550,
[2023-07-25 02:58:14.287 PM] : 	ToServer/EEEEE - LOG,5,1690261094,test,1799,
[2023-07-25 02:58:14.322 PM] : 	{"id":2175207,"dateTimeUTC":"2023-07-25T04:58:05.103Z","timestampUTC":1690261085,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":9531,"logNote":""}
[2023-07-25 02:58:14.343 PM] : 	ToServer/AAAAAA - LOG,8,1690261094,test,3043,
[2023-07-25 02:58:14.343 PM] : 	ToServer/BBBBBB - LOG,1,1690261094,test,9907,
[2023-07-25 02:58:14.343 PM] : 	ToServer/CCCCC - LOG,6,1690261094,test,4293,
[2023-07-25 02:58:14.343 PM] : 	ToServer/DDDDD - LOG,3,1690261094,test,7625,
[2023-07-25 02:58:14.343 PM] : 	ToServer/EEEEE - LOG,0,1690261094,test,5101,
[2023-07-25 02:58:14.344 PM] : 	{"id":2175250,"dateTimeUTC":"2023-07-25T04:58:05.313Z","timestampUTC":1690261085,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":2398,"logNote":""}
[2023-07-25 02:58:14.344 PM] : 	{"id":2175251,"dateTimeUTC":"2023-07-25T04:58:05.268Z","timestampUTC":1690261085,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":7127,"logNote":""}
[2023-07-25 02:58:14.361 PM] : 	{"id":2175253,"dateTimeUTC":"2023-07-25T04:58:05.313Z","timestampUTC":1690261085,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":6262,"logNote":""}
[2023-07-25 02:58:14.361 PM] : 	{"id":2175214,"dateTimeUTC":"2023-07-25T04:58:05.157Z","timestampUTC":1690261085,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":7865,"logNote":""}
[2023-07-25 02:58:14.372 PM] : 	{"id":2175217,"dateTimeUTC":"2023-07-25T04:58:05.157Z","timestampUTC":1690261085,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":5244,"logNote":""}
[2023-07-25 02:58:14.380 PM] : 	{"id":2175258,"dateTimeUTC":"2023-07-25T04:58:05.358Z","timestampUTC":1690261085,"deviceId":"CCCCC","taskId":5,"logType":"test","logValue":3927,"logNote":""}
[2023-07-25 02:58:14.391 PM] : 	ToServer/AAAAAA - LOG,6,1690261094,test,7721,
[2023-07-25 02:58:14.391 PM] : 	ToServer/BBBBBB - LOG,4,1690261094,test,1120,
[2023-07-25 02:58:14.391 PM] : 	ToServer/CCCCC - LOG,4,1690261094,test,5293,
[2023-07-25 02:58:14.391 PM] : 	ToServer/DDDDD - LOG,2,1690261094,test,1520,
[2023-07-25 02:58:14.391 PM] : 	ToServer/EEEEE - LOG,1,1690261094,test,6433,
[2023-07-25 02:58:14.392 PM] : 	{"id":2175260,"dateTimeUTC":"2023-07-25T04:58:05.357Z","timestampUTC":1690261085,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":8442,"logNote":""}
[2023-07-25 02:58:14.437 PM] : 	ToServer/AAAAAA - LOG,9,1690261094,test,9079,
[2023-07-25 02:58:14.437 PM] : 	ToServer/BBBBBB - LOG,1,1690261094,test,3299,
[2023-07-25 02:58:14.437 PM] : 	ToServer/CCCCC - LOG,5,1690261094,test,2960,
[2023-07-25 02:58:14.437 PM] : 	ToServer/DDDDD - LOG,5,1690261094,test,1126,
[2023-07-25 02:58:14.437 PM] : 	ToServer/EEEEE - LOG,1,1690261094,test,8292,
[2023-07-25 02:58:14.484 PM] : 	{"id":2175266,"dateTimeUTC":"2023-07-25T04:58:05.357Z","timestampUTC":1690261085,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":7298,"logNote":""}
[2023-07-25 02:58:14.492 PM] : 	ToServer/AAAAAA - LOG,7,1690261094,test,5915,
[2023-07-25 02:58:14.493 PM] : 	ToServer/BBBBBB - LOG,4,1690261094,test,6147,
[2023-07-25 02:58:14.493 PM] : 	ToServer/CCCCC - LOG,7,1690261094,test,9383,
[2023-07-25 02:58:14.493 PM] : 	ToServer/DDDDD - LOG,1,1690261094,test,7998,
[2023-07-25 02:58:14.493 PM] : 	ToServer/EEEEE - LOG,7,1690261094,test,2188,
[2023-07-25 02:58:14.498 PM] : 	{"id":2175238,"dateTimeUTC":"2023-07-25T04:58:05.267Z","timestampUTC":1690261085,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":2558,"logNote":""}
[2023-07-25 02:58:14.511 PM] : 	{"id":2175239,"dateTimeUTC":"2023-07-25T04:58:05.268Z","timestampUTC":1690261085,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":7556,"logNote":""}
[2023-07-25 02:58:14.520 PM] : 	{"id":2175273,"dateTimeUTC":"2023-07-25T04:58:05.410Z","timestampUTC":1690261085,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":8726,"logNote":""}
[2023-07-25 02:58:14.521 PM] : 	{"id":2175274,"dateTimeUTC":"2023-07-25T04:58:05.410Z","timestampUTC":1690261085,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":7414,"logNote":""}
[2023-07-25 02:58:14.541 PM] : 	ToServer/AAAAAA - LOG,8,1690261094,test,9633,
[2023-07-25 02:58:14.541 PM] : 	ToServer/BBBBBB - LOG,3,1690261094,test,4814,
[2023-07-25 02:58:14.542 PM] : 	ToServer/CCCCC - LOG,8,1690261094,test,6490,
[2023-07-25 02:58:14.542 PM] : 	ToServer/DDDDD - LOG,8,1690261094,test,6948,
[2023-07-25 02:58:14.542 PM] : 	ToServer/EEEEE - LOG,9,1690261094,test,9355,
[2023-07-25 02:58:14.542 PM] : 	{"id":2175279,"dateTimeUTC":"2023-07-25T04:58:05.410Z","timestampUTC":1690261085,"deviceId":"AAAAAA","taskId":9,"logType":"test","logValue":5039,"logNote":""}
[2023-07-25 02:58:14.549 PM] : 	{"id":2175281,"dateTimeUTC":"2023-07-25T04:58:05.410Z","timestampUTC":1690261085,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":1263,"logNote":""}
[2023-07-25 02:58:14.584 PM] : 	{"id":2175252,"dateTimeUTC":"2023-07-25T04:58:05.313Z","timestampUTC":1690261085,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":7489,"logNote":""}
[2023-07-25 02:58:14.595 PM] : 	{"id":2175213,"dateTimeUTC":"2023-07-25T04:58:05.157Z","timestampUTC":1690261085,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":6675,"logNote":""}
[2023-07-25 02:58:14.634 PM] : 	{"id":2175259,"dateTimeUTC":"2023-07-25T04:58:05.313Z","timestampUTC":1690261085,"deviceId":"EEEEE","taskId":5,"logType":"test","logValue":6294,"logNote":""}
[2023-07-25 02:58:14.664 PM] : 	{"id":2175292,"dateTimeUTC":"2023-07-25T04:58:05.456Z","timestampUTC":1690261085,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":762,"logNote":""}
[2023-07-25 02:58:14.676 PM] : 	{"id":2175294,"dateTimeUTC":"2023-07-25T04:58:05.457Z","timestampUTC":1690261085,"deviceId":"DDDDD","taskId":7,"logType":"test","logValue":6416,"logNote":""}
[2023-07-25 02:58:14.685 PM] : 	{"id":2175295,"dateTimeUTC":"2023-07-25T04:58:05.457Z","timestampUTC":1690261085,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":2662,"logNote":""}
[2023-07-25 02:58:14.744 PM] : 	{"id":2175300,"dateTimeUTC":"2023-07-25T04:58:05.511Z","timestampUTC":1690261085,"deviceId":"CCCCC","taskId":5,"logType":"test","logValue":7951,"logNote":""}
[2023-07-25 02:58:14.753 PM] : 	{"id":2175301,"dateTimeUTC":"2023-07-25T04:58:05.511Z","timestampUTC":1690261085,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":2306,"logNote":""}
[2023-07-25 02:58:14.754 PM] : 	{"id":2175303,"dateTimeUTC":"2023-07-25T04:58:05.358Z","timestampUTC":1690261085,"deviceId":"EEEEE","taskId":5,"logType":"test","logValue":6464,"logNote":""}
[2023-07-25 02:58:14.754 PM] : 	{"id":2175302,"dateTimeUTC":"2023-07-25T04:58:05.358Z","timestampUTC":1690261085,"deviceId":"DDDDD","taskId":4,"logType":"test","logValue":3906,"logNote":""}
[2023-07-25 02:58:14.779 PM] : 	{"id":2175280,"dateTimeUTC":"2023-07-25T04:58:05.410Z","timestampUTC":1690261085,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":3169,"logNote":""}
[2023-07-25 02:58:14.797 PM] : 	{"id":2175304,"dateTimeUTC":"2023-07-25T04:58:05.511Z","timestampUTC":1690261085,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":2502,"logNote":""}
[2023-07-25 02:58:14.835 PM] : 	{"id":2175305,"dateTimeUTC":"2023-07-25T04:58:05.562Z","timestampUTC":1690261085,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":7914,"logNote":""}
[2023-07-25 02:58:14.847 PM] : 	{"id":2175306,"dateTimeUTC":"2023-07-25T04:58:05.562Z","timestampUTC":1690261085,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":1925,"logNote":""}
[2023-07-25 02:58:14.902 PM] : 	ToServer/AAAAAA - LOG,5,1690261094,test,2344,
[2023-07-25 02:58:14.902 PM] : 	ToServer/BBBBBB - LOG,9,1690261094,test,9222,
[2023-07-25 02:58:14.902 PM] : 	ToServer/CCCCC - LOG,7,1690261094,test,6883,
[2023-07-25 02:58:14.903 PM] : 	ToServer/DDDDD - LOG,2,1690261094,test,4386,
[2023-07-25 02:58:14.903 PM] : 	ToServer/EEEEE - LOG,3,1690261094,test,4791,
[2023-07-25 02:58:14.903 PM] : 	ToServer/AAAAAA - LOG,9,1690261094,test,1673,
[2023-07-25 02:58:14.903 PM] : 	ToServer/BBBBBB - LOG,0,1690261094,test,1152,
[2023-07-25 02:58:14.903 PM] : 	ToServer/CCCCC - LOG,1,1690261094,test,4086,
[2023-07-25 02:58:14.903 PM] : 	ToServer/DDDDD - LOG,4,1690261094,test,3116,
[2023-07-25 02:58:14.903 PM] : 	ToServer/EEEEE - LOG,0,1690261094,test,1171,
[2023-07-25 02:58:14.903 PM] : 	ToServer/AAAAAA - LOG,1,1690261094,test,8602,
[2023-07-25 02:58:14.903 PM] : 	ToServer/BBBBBB - LOG,4,1690261094,test,6544,
[2023-07-25 02:58:14.903 PM] : 	ToServer/CCCCC - LOG,8,1690261094,test,3278,
[2023-07-25 02:58:14.903 PM] : 	ToServer/DDDDD - LOG,0,1690261094,test,2880,
[2023-07-25 02:58:14.903 PM] : 	ToServer/EEEEE - LOG,6,1690261094,test,243,
[2023-07-25 02:58:14.903 PM] : 	ToServer/AAAAAA - LOG,2,1690261094,test,6262,
[2023-07-25 02:58:14.903 PM] : 	ToServer/BBBBBB - LOG,6,1690261094,test,3577,
[2023-07-25 02:58:14.903 PM] : 	ToServer/CCCCC - LOG,2,1690261094,test,3328,
[2023-07-25 02:58:14.903 PM] : 	ToServer/DDDDD - LOG,2,1690261094,test,116,
[2023-07-25 02:58:14.903 PM] : 	ToServer/EEEEE - LOG,1,1690261094,test,7545,
[2023-07-25 02:58:14.903 PM] : 	ToServer/AAAAAA - LOG,8,1690261094,test,8921,
[2023-07-25 02:58:14.903 PM] : 	ToServer/BBBBBB - LOG,7,1690261094,test,3618,
[2023-07-25 02:58:14.906 PM] : 	{"id":2175307,"dateTimeUTC":"2023-07-25T04:58:05.456Z","timestampUTC":1690261085,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":5541,"logNote":""}
[2023-07-25 02:58:14.911 PM] : 	{"id":2175309,"dateTimeUTC":"2023-07-25T04:58:05.617Z","timestampUTC":1690261085,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":1837,"logNote":""}
[2023-07-25 02:58:14.911 PM] : 	{"id":2175308,"dateTimeUTC":"2023-07-25T04:58:05.562Z","timestampUTC":1690261085,"deviceId":"DDDDD","taskId":8,"logType":"test","logValue":8496,"logNote":""}
[2023-07-25 02:58:14.917 PM] : 	{"id":2175293,"dateTimeUTC":"2023-07-25T04:58:05.456Z","timestampUTC":1690261085,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":9379,"logNote":""}
[2023-07-25 02:58:14.930 PM] : 	{"id":2175310,"dateTimeUTC":"2023-07-25T04:58:05.616Z","timestampUTC":1690261085,"deviceId":"AAAAAA","taskId":1,"logType":"test","logValue":8089,"logNote":""}
[2023-07-25 02:58:14.936 PM] : 	{"id":2175311,"dateTimeUTC":"2023-07-25T04:58:05.617Z","timestampUTC":1690261085,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":209,"logNote":""}
[2023-07-25 02:58:14.940 PM] : 	ToServer/CCCCC - LOG,5,1690261094,test,5636,
[2023-07-25 02:58:14.940 PM] : 	ToServer/DDDDD - LOG,6,1690261094,test,9096,
[2023-07-25 02:58:14.940 PM] : 	ToServer/EEEEE - LOG,2,1690261094,test,1216,
[2023-07-25 02:58:14.940 PM] : 	ToServer/AAAAAA - LOG,4,1690261094,test,360,
[2023-07-25 02:58:14.941 PM] : 	ToServer/BBBBBB - LOG,5,1690261094,test,3293,
[2023-07-25 02:58:14.941 PM] : 	ToServer/CCCCC - LOG,4,1690261094,test,3422,
[2023-07-25 02:58:14.941 PM] : 	ToServer/DDDDD - LOG,3,1690261094,test,8675,
[2023-07-25 02:58:14.941 PM] : 	ToServer/EEEEE - LOG,0,1690261094,test,6823,
[2023-07-25 02:58:14.941 PM] : 	ToServer/AAAAAA - LOG,4,1690261094,test,8610,
[2023-07-25 02:58:14.941 PM] : 	ToServer/BBBBBB - LOG,3,1690261094,test,1819,
[2023-07-25 02:58:14.941 PM] : 	ToServer/CCCCC - LOG,5,1690261094,test,9691,
[2023-07-25 02:58:14.941 PM] : 	ToServer/DDDDD - LOG,4,1690261094,test,7978,
[2023-07-25 02:58:14.941 PM] : 	ToServer/EEEEE - LOG,7,1690261094,test,3331,
[2023-07-25 02:58:14.941 PM] : 	ToServer/AAAAAA - LOG,2,1690261094,test,1800,
[2023-07-25 02:58:14.941 PM] : 	ToServer/BBBBBB - LOG,7,1690261094,test,5290,
[2023-07-25 02:58:14.941 PM] : 	ToServer/CCCCC - LOG,7,1690261094,test,4875,
[2023-07-25 02:58:14.941 PM] : 	ToServer/DDDDD - LOG,6,1690261094,test,8155,
[2023-07-25 02:58:14.957 PM] : 	{"id":2175298,"dateTimeUTC":"2023-07-25T04:58:05.511Z","timestampUTC":1690261085,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":6523,"logNote":""}
[2023-07-25 02:58:14.957 PM] : 	{"id":2175313,"dateTimeUTC":"2023-07-25T04:58:05.511Z","timestampUTC":1690261085,"deviceId":"AAAAAA","taskId":9,"logType":"test","logValue":6475,"logNote":""}
[2023-07-25 02:58:14.957 PM] : 	{"id":2175312,"dateTimeUTC":"2023-07-25T04:58:05.617Z","timestampUTC":1690261085,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":5632,"logNote":""}
[2023-07-25 02:58:14.973 PM] : 	{"id":2175326,"dateTimeUTC":"2023-07-25T04:58:05.617Z","timestampUTC":1690261085,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":6947,"logNote":""}
[2023-07-25 02:58:14.982 PM] : 	ToServer/EEEEE - LOG,0,1690261094,test,258,
[2023-07-25 02:58:14.997 PM] : 	{"id":2175339,"dateTimeUTC":"2023-07-25T04:58:05.660Z","timestampUTC":1690261085,"deviceId":"CCCCC","taskId":6,"logType":"test","logValue":9233,"logNote":""}
[2023-07-25 02:58:15.020 PM] : 	ToServer/AAAAAA - LOG,0,1690261094,test,7962,
[2023-07-25 02:58:15.021 PM] : 	ToServer/BBBBBB - LOG,9,1690261094,test,1042,
[2023-07-25 02:58:15.021 PM] : 	ToServer/CCCCC - LOG,1,1690261094,test,4509,
[2023-07-25 02:58:15.021 PM] : 	ToServer/DDDDD - LOG,3,1690261094,test,7690,
[2023-07-25 02:58:15.021 PM] : 	ToServer/EEEEE - LOG,3,1690261094,test,1019,
[2023-07-25 02:58:15.021 PM] : 	{"id":2175343,"dateTimeUTC":"2023-07-25T04:58:05.660Z","timestampUTC":1690261085,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":8364,"logNote":""}
[2023-07-25 02:58:15.059 PM] : 	ToServer/AAAAAA - LOG,9,1690261094,test,4468,
[2023-07-25 02:58:15.060 PM] : 	ToServer/BBBBBB - LOG,1,1690261094,test,5935,
[2023-07-25 02:58:15.060 PM] : 	ToServer/CCCCC - LOG,2,1690261094,test,6358,
[2023-07-25 02:58:15.060 PM] : 	ToServer/DDDDD - LOG,9,1690261094,test,7966,
[2023-07-25 02:58:15.060 PM] : 	ToServer/EEEEE - LOG,5,1690261094,test,5846,
[2023-07-25 02:58:15.065 PM] : 	{"id":2175344,"dateTimeUTC":"2023-07-25T04:58:05.660Z","timestampUTC":1690261085,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":8611,"logNote":""}
