[2023-07-18 12:49:55.960 PM] : 	ToServer/0ACFD54A - CHK,0,1689560528
[2023-07-18 12:50:07.582 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.588 PM] : 	ToServer/AAAAAA - LOG,9,1689648607,test,5022,
[2023-07-18 12:50:07.588 PM] : 	ToServer/BBBBBB - LOG,3,1689648607,test,5964,
[2023-07-18 12:50:07.588 PM] : 	ToServer/CCCCC - LOG,1,1689648607,test,2472,
[2023-07-18 12:50:07.588 PM] : 	ToServer/DDDDD - LOG,2,1689648607,test,9670,
[2023-07-18 12:50:07.588 PM] : 	ToServer/EEEEE - LOG,0,1689648607,test,5819,
[2023-07-18 12:50:07.588 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.589 PM] : 	{"id":2166157,"dateTimeUTC":"2023-07-18T02:50:06.323Z","timestampUTC":1689648606,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":9987,"logNote":""}
[2023-07-18 12:50:07.589 PM] : 	{"id":2166156,"dateTimeUTC":"2023-07-18T02:50:06.323Z","timestampUTC":1689648606,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":0,"logNote":""}
[2023-07-18 12:50:07.590 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.612 PM] : 	{"id":2166162,"dateTimeUTC":"2023-07-18T02:50:06.376Z","timestampUTC":1689648606,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":5395,"logNote":""}
[2023-07-18 12:50:07.613 PM] : 	{"id":2166163,"dateTimeUTC":"2023-07-18T02:50:06.376Z","timestampUTC":1689648606,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":6978,"logNote":""}
[2023-07-18 12:50:07.617 PM] : 	{"id":2166164,"dateTimeUTC":"2023-07-18T02:50:06.377Z","timestampUTC":1689648606,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":1518,"logNote":""}
[2023-07-18 12:50:07.626 PM] : 	{"id":2166165,"dateTimeUTC":"2023-07-18T02:50:06.377Z","timestampUTC":1689648606,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":6065,"logNote":""}
[2023-07-18 12:50:07.632 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.638 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.641 PM] : 	ToServer/AAAAAA - LOG,3,1689648607,test,6634,
[2023-07-18 12:50:07.641 PM] : 	ToServer/BBBBBB - LOG,9,1689648607,test,2452,
[2023-07-18 12:50:07.641 PM] : 	ToServer/CCCCC - LOG,0,1689648607,test,4189,
[2023-07-18 12:50:07.641 PM] : 	ToServer/DDDDD - LOG,6,1689648607,test,5314,
[2023-07-18 12:50:07.641 PM] : 	ToServer/EEEEE - LOG,7,1689648607,test,4989,
[2023-07-18 12:50:07.646 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.646 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.651 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.662 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.674 PM] : 	{"id":2166170,"dateTimeUTC":"2023-07-18T02:50:06.423Z","timestampUTC":1689648606,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":2385,"logNote":""}
[2023-07-18 12:50:07.679 PM] : 	{"id":2166172,"dateTimeUTC":"2023-07-18T02:50:06.423Z","timestampUTC":1689648606,"deviceId":"CCCCC","taskId":2,"logType":"test","logValue":4264,"logNote":""}
[2023-07-18 12:50:07.679 PM] : 	{"id":2166171,"dateTimeUTC":"2023-07-18T02:50:06.423Z","timestampUTC":1689648606,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":7345,"logNote":""}
[2023-07-18 12:50:07.684 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.684 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.693 PM] : 	ToServer/AAAAAA - LOG,5,1689648607,test,4008,
[2023-07-18 12:50:07.693 PM] : 	ToServer/BBBBBB - LOG,6,1689648607,test,5144,
[2023-07-18 12:50:07.693 PM] : 	ToServer/CCCCC - LOG,1,1689648607,test,8774,
[2023-07-18 12:50:07.693 PM] : 	ToServer/DDDDD - LOG,5,1689648607,test,4856,
[2023-07-18 12:50:07.693 PM] : 	ToServer/EEEEE - LOG,3,1689648607,test,3327,
[2023-07-18 12:50:07.703 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.704 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.708 PM] : 	{"id":2166178,"dateTimeUTC":"2023-07-18T02:50:06.423Z","timestampUTC":1689648606,"deviceId":"EEEEE","taskId":5,"logType":"test","logValue":5784,"logNote":""}
[2023-07-18 12:50:07.709 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.713 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.734 PM] : 	{"id":2166179,"dateTimeUTC":"2023-07-18T02:50:06.473Z","timestampUTC":1689648606,"deviceId":"AAAAAA","taskId":3,"logType":"test","logValue":3005,"logNote":""}
[2023-07-18 12:50:07.739 PM] : 	{"id":2166180,"dateTimeUTC":"2023-07-18T02:50:06.473Z","timestampUTC":1689648606,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":8216,"logNote":""}
[2023-07-18 12:50:07.753 PM] : 	ToServer/AAAAAA - LOG,4,1689648607,test,8526,
[2023-07-18 12:50:07.753 PM] : 	ToServer/BBBBBB - LOG,0,1689648607,test,4045,
[2023-07-18 12:50:07.753 PM] : 	ToServer/CCCCC - LOG,2,1689648607,test,1409,
[2023-07-18 12:50:07.753 PM] : 	ToServer/DDDDD - LOG,6,1689648607,test,6816,
[2023-07-18 12:50:07.753 PM] : 	ToServer/EEEEE - LOG,8,1689648607,test,1976,
[2023-07-18 12:50:07.755 PM] : 	{"id":2166185,"dateTimeUTC":"2023-07-18T02:50:06.473Z","timestampUTC":1689648606,"deviceId":"CCCCC","taskId":5,"logType":"test","logValue":7870,"logNote":""}
[2023-07-18 12:50:07.769 PM] : 	{"id":2166188,"dateTimeUTC":"2023-07-18T02:50:06.473Z","timestampUTC":1689648606,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":7489,"logNote":""}
[2023-07-18 12:50:07.769 PM] : 	{"id":2166187,"dateTimeUTC":"2023-07-18T02:50:06.473Z","timestampUTC":1689648606,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":1580,"logNote":""}
[2023-07-18 12:50:07.774 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.775 PM] : 	{"id":2166189,"dateTimeUTC":"2023-07-18T02:50:06.526Z","timestampUTC":1689648606,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":6229,"logNote":""}
[2023-07-18 12:50:07.775 PM] : 	{"id":2166186,"dateTimeUTC":"2023-07-18T02:50:06.526Z","timestampUTC":1689648606,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":1131,"logNote":""}
[2023-07-18 12:50:07.775 PM] : 	{"id":2166190,"dateTimeUTC":"2023-07-18T02:50:06.526Z","timestampUTC":1689648606,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":3209,"logNote":""}
[2023-07-18 12:50:07.780 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.781 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.795 PM] : 	{"id":2166191,"dateTimeUTC":"2023-07-18T02:50:06.526Z","timestampUTC":1689648606,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":4830,"logNote":""}
[2023-07-18 12:50:07.795 PM] : 	{"id":2166192,"dateTimeUTC":"2023-07-18T02:50:06.526Z","timestampUTC":1689648606,"deviceId":"DDDDD","taskId":4,"logType":"test","logValue":830,"logNote":""}
[2023-07-18 12:50:07.800 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.809 PM] : 	ToServer/AAAAAA - LOG,8,1689648607,test,4095,
[2023-07-18 12:50:07.809 PM] : 	ToServer/BBBBBB - LOG,8,1689648607,test,8990,
[2023-07-18 12:50:07.809 PM] : 	ToServer/CCCCC - LOG,1,1689648607,test,7630,
[2023-07-18 12:50:07.809 PM] : 	ToServer/DDDDD - LOG,7,1689648607,test,9467,
[2023-07-18 12:50:07.809 PM] : 	ToServer/EEEEE - LOG,3,1689648607,test,9273,
[2023-07-18 12:50:07.810 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.830 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.835 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.835 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.840 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.858 PM] : 	{"id":2166198,"dateTimeUTC":"2023-07-18T02:50:06.575Z","timestampUTC":1689648606,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":6863,"logNote":""}
[2023-07-18 12:50:07.864 PM] : 	ToServer/AAAAAA - LOG,4,1689648607,test,1626,
[2023-07-18 12:50:07.864 PM] : 	ToServer/BBBBBB - LOG,7,1689648607,test,8964,
[2023-07-18 12:50:07.864 PM] : 	ToServer/CCCCC - LOG,7,1689648607,test,4641,
[2023-07-18 12:50:07.864 PM] : 	ToServer/DDDDD - LOG,7,1689648607,test,2481,
[2023-07-18 12:50:07.864 PM] : 	ToServer/EEEEE - LOG,8,1689648607,test,601,
[2023-07-18 12:50:07.864 PM] : 	{"id":2166199,"dateTimeUTC":"2023-07-18T02:50:06.575Z","timestampUTC":1689648606,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":6321,"logNote":""}
[2023-07-18 12:50:07.865 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.865 PM] : 	{"id":2166200,"dateTimeUTC":"2023-07-18T02:50:06.575Z","timestampUTC":1689648606,"deviceId":"BBBBBB","taskId":7,"logType":"test","logValue":4839,"logNote":""}
[2023-07-18 12:50:07.869 PM] : 	{"id":2166206,"dateTimeUTC":"2023-07-18T02:50:06.575Z","timestampUTC":1689648606,"deviceId":"CCCCC","taskId":6,"logType":"test","logValue":7609,"logNote":""}
[2023-07-18 12:50:07.874 PM] : 	{"id":2166207,"dateTimeUTC":"2023-07-18T02:50:06.575Z","timestampUTC":1689648606,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":8190,"logNote":""}
[2023-07-18 12:50:07.888 PM] : 	{"id":2166208,"dateTimeUTC":"2023-07-18T02:50:06.627Z","timestampUTC":1689648606,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":8383,"logNote":""}
[2023-07-18 12:50:07.892 PM] : 	{"id":2166210,"dateTimeUTC":"2023-07-18T02:50:06.628Z","timestampUTC":1689648606,"deviceId":"DDDDD","taskId":7,"logType":"test","logValue":4195,"logNote":""}
[2023-07-18 12:50:07.893 PM] : 	{"id":2166209,"dateTimeUTC":"2023-07-18T02:50:06.628Z","timestampUTC":1689648606,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":6012,"logNote":""}
[2023-07-18 12:50:07.897 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.908 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.913 PM] : 	ToServer/AAAAAA - LOG,1,1689648607,test,1664,
[2023-07-18 12:50:07.913 PM] : 	ToServer/BBBBBB - LOG,3,1689648607,test,871,
[2023-07-18 12:50:07.913 PM] : 	ToServer/CCCCC - LOG,1,1689648607,test,4218,
[2023-07-18 12:50:07.913 PM] : 	ToServer/DDDDD - LOG,3,1689648607,test,1074,
[2023-07-18 12:50:07.913 PM] : 	ToServer/EEEEE - LOG,6,1689648607,test,6938,
[2023-07-18 12:50:07.918 PM] : 	{"id":2166216,"dateTimeUTC":"2023-07-18T02:50:06.628Z","timestampUTC":1689648606,"deviceId":"EEEEE","taskId":7,"logType":"test","logValue":1481,"logNote":""}
[2023-07-18 12:50:07.919 PM] : 	{"id":2166217,"dateTimeUTC":"2023-07-18T02:50:06.628Z","timestampUTC":1689648606,"deviceId":"CCCCC","taskId":2,"logType":"test","logValue":3660,"logNote":""}
[2023-07-18 12:50:07.922 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.928 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.928 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.929 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.932 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.948 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.976 PM] : 	ToServer/AAAAAA - LOG,7,1689648607,test,6448,
[2023-07-18 12:50:07.977 PM] : 	ToServer/BBBBBB - LOG,2,1689648607,test,5345,
[2023-07-18 12:50:07.977 PM] : 	ToServer/CCCCC - LOG,6,1689648607,test,769,
[2023-07-18 12:50:07.977 PM] : 	ToServer/DDDDD - LOG,7,1689648607,test,697,
[2023-07-18 12:50:07.977 PM] : 	ToServer/EEEEE - LOG,7,1689648607,test,7114,
[2023-07-18 12:50:07.977 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.980 PM] : 	{"id":2166224,"dateTimeUTC":"2023-07-18T02:50:06.678Z","timestampUTC":1689648606,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":8073,"logNote":""}
[2023-07-18 12:50:07.980 PM] : 	{"id":2166223,"dateTimeUTC":"2023-07-18T02:50:06.678Z","timestampUTC":1689648606,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":8350,"logNote":""}
[2023-07-18 12:50:07.985 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.985 PM] : 	{"id":2166225,"dateTimeUTC":"2023-07-18T02:50:06.678Z","timestampUTC":1689648606,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":9531,"logNote":""}
[2023-07-18 12:50:07.989 PM] : 	{"id":2166226,"dateTimeUTC":"2023-07-18T02:50:06.678Z","timestampUTC":1689648606,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":1156,"logNote":""}
[2023-07-18 12:50:07.991 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:07.996 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.022 PM] : 	{"id":2166231,"dateTimeUTC":"2023-07-18T02:50:06.737Z","timestampUTC":1689648606,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":5065,"logNote":""}
[2023-07-18 12:50:08.022 PM] : 	{"id":2166234,"dateTimeUTC":"2023-07-18T02:50:06.737Z","timestampUTC":1689648606,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":3508,"logNote":""}
[2023-07-18 12:50:08.022 PM] : 	{"id":2166233,"dateTimeUTC":"2023-07-18T02:50:06.736Z","timestampUTC":1689648606,"deviceId":"BBBBBB","taskId":1,"logType":"test","logValue":3650,"logNote":""}
[2023-07-18 12:50:08.027 PM] : 	{"id":2166232,"dateTimeUTC":"2023-07-18T02:50:06.736Z","timestampUTC":1689648606,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":4618,"logNote":""}
[2023-07-18 12:50:08.028 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.031 PM] : 	ToServer/AAAAAA - LOG,1,1689648607,test,4285,
[2023-07-18 12:50:08.031 PM] : 	ToServer/BBBBBB - LOG,6,1689648607,test,9676,
[2023-07-18 12:50:08.031 PM] : 	ToServer/CCCCC - LOG,3,1689648607,test,6737,
[2023-07-18 12:50:08.031 PM] : 	ToServer/DDDDD - LOG,0,1689648607,test,7486,
[2023-07-18 12:50:08.031 PM] : 	ToServer/EEEEE - LOG,2,1689648607,test,8224,
[2023-07-18 12:50:08.042 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.047 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.047 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.047 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.070 PM] : 	{"id":2166235,"dateTimeUTC":"2023-07-18T02:50:06.791Z","timestampUTC":1689648606,"deviceId":"BBBBBB","taskId":1,"logType":"test","logValue":2752,"logNote":""}
[2023-07-18 12:50:08.074 PM] : 	{"id":2166237,"dateTimeUTC":"2023-07-18T02:50:06.792Z","timestampUTC":1689648606,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":500,"logNote":""}
[2023-07-18 12:50:08.080 PM] : 	{"id":2166242,"dateTimeUTC":"2023-07-18T02:50:06.792Z","timestampUTC":1689648606,"deviceId":"EEEEE","taskId":5,"logType":"test","logValue":2195,"logNote":""}
[2023-07-18 12:50:08.080 PM] : 	{"id":2166236,"dateTimeUTC":"2023-07-18T02:50:06.792Z","timestampUTC":1689648606,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":8088,"logNote":""}
[2023-07-18 12:50:08.089 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.089 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.089 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.093 PM] : 	ToServer/AAAAAA - LOG,3,1689648608,test,4971,
[2023-07-18 12:50:08.094 PM] : 	ToServer/BBBBBB - LOG,5,1689648608,test,3281,
[2023-07-18 12:50:08.094 PM] : 	ToServer/CCCCC - LOG,1,1689648608,test,7430,
[2023-07-18 12:50:08.094 PM] : 	ToServer/DDDDD - LOG,0,1689648608,test,9739,
[2023-07-18 12:50:08.094 PM] : 	ToServer/EEEEE - LOG,1,1689648608,test,1799,
[2023-07-18 12:50:08.098 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.099 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.132 PM] : 	{"id":2166243,"dateTimeUTC":"2023-07-18T02:50:06.844Z","timestampUTC":1689648606,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":7921,"logNote":""}
[2023-07-18 12:50:08.137 PM] : 	{"id":2166244,"dateTimeUTC":"2023-07-18T02:50:06.844Z","timestampUTC":1689648606,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":1815,"logNote":""}
[2023-07-18 12:50:08.138 PM] : 	{"id":2166245,"dateTimeUTC":"2023-07-18T02:50:06.844Z","timestampUTC":1689648606,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":2605,"logNote":""}
[2023-07-18 12:50:08.138 PM] : 	{"id":2166246,"dateTimeUTC":"2023-07-18T02:50:06.844Z","timestampUTC":1689648606,"deviceId":"BBBBBB","taskId":7,"logType":"test","logValue":7157,"logNote":""}
[2023-07-18 12:50:08.142 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.142 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.146 PM] : 	ToServer/AAAAAA - LOG,1,1689648608,test,459,
[2023-07-18 12:50:08.146 PM] : 	ToServer/BBBBBB - LOG,8,1689648608,test,1715,
[2023-07-18 12:50:08.146 PM] : 	ToServer/CCCCC - LOG,5,1689648608,test,6381,
[2023-07-18 12:50:08.146 PM] : 	ToServer/DDDDD - LOG,8,1689648608,test,8089,
[2023-07-18 12:50:08.146 PM] : 	ToServer/EEEEE - LOG,1,1689648608,test,8432,
[2023-07-18 12:50:08.153 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.157 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.157 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.166 PM] : 	{"id":2166252,"dateTimeUTC":"2023-07-18T02:50:06.844Z","timestampUTC":1689648606,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":289,"logNote":""}
[2023-07-18 12:50:08.181 PM] : 	{"id":2166253,"dateTimeUTC":"2023-07-18T02:50:06.895Z","timestampUTC":1689648606,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":3089,"logNote":""}
[2023-07-18 12:50:08.190 PM] : 	{"id":2166254,"dateTimeUTC":"2023-07-18T02:50:06.895Z","timestampUTC":1689648606,"deviceId":"CCCCC","taskId":9,"logType":"test","logValue":824,"logNote":""}
[2023-07-18 12:50:08.195 PM] : 	{"id":2166255,"dateTimeUTC":"2023-07-18T02:50:06.895Z","timestampUTC":1689648606,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":2316,"logNote":""}
[2023-07-18 12:50:08.199 PM] : 	ToServer/AAAAAA - LOG,4,1689648608,test,625,
[2023-07-18 12:50:08.199 PM] : 	ToServer/BBBBBB - LOG,2,1689648608,test,2947,
[2023-07-18 12:50:08.199 PM] : 	ToServer/CCCCC - LOG,0,1689648608,test,3956,
[2023-07-18 12:50:08.199 PM] : 	ToServer/DDDDD - LOG,9,1689648608,test,7741,
[2023-07-18 12:50:08.199 PM] : 	ToServer/EEEEE - LOG,3,1689648608,test,641,
[2023-07-18 12:50:08.209 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.209 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.209 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.214 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:50:08.227 PM] : 	{"id":2166260,"dateTimeUTC":"2023-07-18T02:50:06.895Z","timestampUTC":1689648606,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":3115,"logNote":""}
